"CO","CI","SV","SVI","SVV","PRV","PR","SYS","DIA","MAP","SI","time","SVR","SVRI","volume","drug_dose"
2.8,1.9,30,20,9,0,95,76,50,62,1.25,149320,1657.14285714286,2442.1052631579,112,0.07295942
2.9,2,31,21,5,0,94,77,50,62,1.22077922077922,149340,1600,2320,112,0.07295942
2.9,2,31,21,6,0,94,77,50,62,1.22077922077922,149360,1600,2320,112,0.07295942
2.9,2,31,21,9,0,94,78,50,63,1.20512820512821,149380,1627.58620689655,2360,112,0.07295942
3,2,32,22,6,0,95,80,51,64,1.1875,149400,1600,2400,112,0.07295942
3,2.1,32,22,7,0,95,83,52,66,1.14457831325301,149420,1653.33333333333,2361.90476190476,112,0.07295942
3.1,2.1,32,22,5,0,96,84,52,67,1.14285714285714,149440,1625.8064516129,2400,112,0.07295942
3.1,2.1,32,22,4,0,95,84,52,66,1.13095238095238,149460,1600,2361.90476190476,112,0.07295942
3.2,2.2,33,23,6,0,97,88,54,68,1.10227272727273,149480,1600,2327.27272727273,112,0.07295942
3,2,32,22,8,0,94,81,51,64,1.16049382716049,149500,1600,2400,112,0.07295942
2.9,2,31,21,8,0,94,79,50,63,1.18987341772152,149520,1627.58620689655,2360,112,0.07295942
3.1,2.1,33,22,8,0,95,85,53,67,1.11764705882353,149540,1625.8064516129,2400,112,0.07295942
3.2,2.2,33,23,6,0,96,92,55,70,1.04347826086957,149560,1650,2400,112,0.07295942
3.1,2.1,32,22,7,0,96,86,53,67,1.11627906976744,149580,1625.8064516129,2400,112,0.07295942
3.3,2.3,34,23,10,0,96,93,55,70,1.03225806451613,149600,1600,2295.65217391304,112,0.07295942
3.1,2.2,33,23,10,0,95,89,54,68,1.06741573033708,149620,1651.61290322581,2327.27272727273,112,0.07295942
2.8,1.9,30,20,6,0,95,81,52,65,1.17283950617284,149640,1742.85714285714,2568.42105263158,112,0.07295942
2.9,2,30,20,6,0,95,82,53,66,1.15853658536585,149660,1710.34482758621,2480,112,0.07295942
3.2,2.2,34,23,10,0,96,93,56,71,1.03225806451613,149680,1675,2436.36363636364,112,0.07295942
2.9,2,30,21,11,0,95,83,53,66,1.14457831325301,149700,1710.34482758621,2480,112,0.07295942
2.8,1.9,30,21,7,0,94,81,52,65,1.16049382716049,149720,1742.85714285714,2568.42105263158,112,0.07295942
2.9,2,31,21,5,0,95,82,53,66,1.15853658536585,149740,1710.34482758621,2480,112,0.07295942
3,2,31,21,5,0,96,82,53,65,1.17073170731707,149760,1626.66666666667,2440,112,0.07295942
3.2,2.2,33,22,7,0,97,92,56,70,1.05434782608696,149780,1650,2400,112,0.07295942
3.1,2.1,32,22,9,0,96,87,54,68,1.10344827586207,149800,1651.61290322581,2438.09523809524,112,0.07295942
3,2,31,21,4,0,95,81,52,65,1.17283950617284,149820,1626.66666666667,2440,112,0.07295942
3,2,31,21,4,0,95,90,56,70,1.05555555555556,149840,1760,2640,112,0.07295942
3.4,2.3,35,24,9,0,97,102,59,76,0.950980392156863,149860,1694.11764705882,2504.34782608696,112,0.07295942
2.8,1.9,30,20,9,0,96,86,56,68,1.11627906976744,149880,1828.57142857143,2694.73684210526,112,0.07295942
2.6,1.8,27,19,9,0,94,78,53,64,1.20512820512821,149900,1846.15384615385,2666.66666666667,112,0.07295942
2.8,1.9,30,21,5,0,90,78,51,62,1.15384615384615,149920,1657.14285714286,2442.1052631579,112,0.07295942
3,2,32,22,10,0,94,87,55,68,1.08045977011494,149940,1706.66666666667,2560,112,0.07295942
3,2.1,31,21,4,0,98,88,56,70,1.11363636363636,149960,1760,2514.28571428571,112,0.07295942
3.2,2.2,33,23,10,0,97,94,57,71,1.03191489361702,149980,1675,2436.36363636364,112,0.07295942
3,2.1,32,22,6,0,95,83,53,65,1.14457831325301,150000,1626.66666666667,2323.80952380952,112,0.07295942
3,2.1,32,22,7,0,95,87,55,68,1.09195402298851,150020,1706.66666666667,2438.09523809524,112,0.07295942
3.3,2.2,34,23,7,0,95,93,56,71,1.02150537634409,150040,1624.24242424242,2436.36363636364,112,0.07295942
3.1,2.1,32,22,5,0,95,86,54,68,1.1046511627907,150060,1651.61290322581,2438.09523809524,112,0.07295942
3.1,2.1,33,22,9,0,95,91,56,70,1.04395604395604,150080,1703.22580645161,2514.28571428571,112,0.07295942
3.3,2.2,35,24,7,0,95,93,56,71,1.02150537634409,150100,1624.24242424242,2436.36363636364,112,0.07295942
3.2,2.2,34,23,8,0,95,91,55,70,1.04395604395604,150120,1650,2400,112,0.07295942
3.3,2.2,34,23,8,0,96,95,57,71,1.01052631578947,150140,1624.24242424242,2436.36363636364,112,0.07295942
3.2,2.2,33,23,9,0,95,93,57,71,1.02150537634409,150160,1675,2436.36363636364,112,0.07295942
2.9,2,31,21,5,0,95,84,53,66,1.13095238095238,150180,1710.34482758621,2480,112,0.07295942
3,2,31,21,8,0,95,86,55,68,1.1046511627907,150200,1706.66666666667,2560,112,0.07295942
2.9,2,29,20,8,0,100,110,68,87,0.909090909090909,150220,2289.65517241379,3320,112,0.07295942
3.4,2.3,36,24,14,0,95,91,49,77,1.04395604395604,150240,1717.64705882353,2539.13043478261,112,0.07295942
2.9,2,31,21,7,0,95,85,56,67,1.11764705882353,150260,1737.93103448276,2520,112,0.07295942
3,2.1,31,21,6,0,95,86,56,68,1.1046511627907,150280,1706.66666666667,2438.09523809524,112,0.07295942
3.1,2.1,32,22,7,0,94,89,56,69,1.0561797752809,150300,1677.41935483871,2476.19047619048,112,0.07295942
2.4,1.6,25,17,4,0,95,100,69,80,0.95,150320,2533.33333333333,3800,112,0.07295942
3.2,2.2,34,23,6,0,96,90,56,68,1.06666666666667,150340,1600,2327.27272727273,112,0.07295942
2.9,2,31,21,3,0,94,83,55,66,1.13253012048193,150360,1710.34482758621,2480,112,0.07295942
2.9,2,31,21,6,0,95,84,55,67,1.13095238095238,150380,1737.93103448276,2520,112,0.07295942
3.4,2.3,35,24,6,0,97,91,55,68,1.06593406593407,150400,1505.88235294118,2226.08695652174,112,0.07295942
3.4,2.3,36,24,8,0,95,107,62,79,0.88785046728972,150420,1764.70588235294,2608.69565217391,112,0.07295942
3.7,2.6,40,27,7,0,94,83,47,62,1.13253012048193,150440,1254.05405405405,1784.61538461538,112,0.07295942
3.5,2.4,37,26,5,0,94,83,49,63,1.13253012048193,150460,1348.57142857143,1966.66666666667,112,0.07295942
2.8,1.9,30,20,8,0,95,88,58,69,1.07954545454545,150480,1857.14285714286,2736.84210526316,112,0.07295942
2.8,1.9,30,21,8,0,94,81,54,65,1.16049382716049,150500,1742.85714285714,2568.42105263158,112,0.07295942
2.9,2,30,21,6,0,95,81,54,64,1.17283950617284,150520,1655.1724137931,2400,112,0.07295942
2.9,2,30,21,5,0,95,84,55,67,1.13095238095238,150540,1737.93103448276,2520,112,0.07295942
2.9,2,31,21,7,0,95,88,57,69,1.07954545454545,150560,1793.10344827586,2600,112,0.07295942
2.9,2,31,21,6,0,94,85,55,67,1.10588235294118,150580,1737.93103448276,2520,112,0.07295942
3,2,31,21,6,0,95,89,57,70,1.06741573033708,150600,1760,2640,112,0.07295942
3,2,32,22,8,0,95,85,55,67,1.11764705882353,150620,1680,2520,112,0.07295942
3.1,2.1,32,22,9,0,95,92,58,71,1.03260869565217,150640,1729.03225806452,2552.38095238095,112,0.07295942
3,2.1,32,22,5,0,95,89,57,70,1.06741573033708,150660,1760,2514.28571428571,112,0.07295942
3.6,2.5,37,26,5,0,96,110,60,79,0.872727272727273,150680,1666.66666666667,2400,112,0.07295942
3.1,2.1,32,22,8,0,95,105,65,79,0.904761904761905,150700,1935.48387096774,2857.14285714286,112,0.07295942
3.1,2.1,33,22,4,0,94,90,57,69,1.04444444444444,150720,1677.41935483871,2476.19047619048,112,0.07295942
3,2.1,32,22,6,0,94,84,54,66,1.11904761904762,150740,1653.33333333333,2361.90476190476,112,0.07295942
2.9,2,31,21,6,0,94,86,56,68,1.09302325581395,150760,1765.51724137931,2560,112,0.07295942
3.1,2.1,33,22,6,0,95,91,57,70,1.04395604395604,150780,1703.22580645161,2514.28571428571,112,0.07295942
3.2,2.2,34,23,9,0,96,105,63,79,0.914285714285714,150800,1875,2727.27272727273,112,0.07295942
3.1,2.1,32,22,9,0,97,101,64,78,0.96039603960396,150820,1909.67741935484,2819.04761904762,112,0.07295942
3.1,2.1,33,23,8,0,93,93,58,71,1,150840,1729.03225806452,2552.38095238095,112,0.07295942
3.1,2.1,33,23,5,0,93,87,55,67,1.06896551724138,150860,1625.8064516129,2400,112,0.07295942
3,2.1,32,22,7,0,96,85,55,67,1.12941176470588,150880,1680,2400,112,0.07295942
3.1,2.1,33,22,6,0,95,93,58,72,1.02150537634409,150900,1754.83870967742,2590.47619047619,112,0.07295942
3,2.1,32,22,4,0,95,88,56,69,1.07954545454545,150920,1733.33333333333,2476.19047619048,112,0.07295942
3.1,2.1,32,22,9,0,95,93,58,72,1.02150537634409,150940,1754.83870967742,2590.47619047619,112,0.07295942
2.9,2,30,21,4,0,96,86,57,69,1.11627906976744,150960,1793.10344827586,2600,112,0.07295942
2.8,1.9,29,20,4,0,95,98,61,77,0.969387755102041,150980,2085.71428571429,3073.68421052632,112,0.07295942
3.8,2.6,39,27,6,0,97,107,58,76,0.906542056074766,151000,1515.78947368421,2215.38461538462,112,0.07295942
3.1,2.1,32,22,11,0,95,95,60,73,1,151020,1780.64516129032,2628.57142857143,112,0.07295942
3,2,31,21,3,0,96,92,60,72,1.04347826086957,151040,1813.33333333333,2720,112,0.07295942
2.7,1.8,28,19,8,0,94,79,55,64,1.18987341772152,151060,1777.77777777778,2666.66666666667,112,0.07295942
2.6,1.8,28,19,10,0,94,81,55,66,1.16049382716049,151160,1907.69230769231,2755.55555555556,112,0.07295942
2.6,1.8,28,19,10,0,95,84,56,68,1.13095238095238,151180,1969.23076923077,2844.44444444444,112,0.07295942
2.8,1.9,29,20,9,0,95,84,55,67,1.13095238095238,151200,1800,2652.63157894737,112,0.07295942
2.9,2,30,21,6,0,96,83,55,67,1.1566265060241,151220,1737.93103448276,2520,112,0.07295942
2.7,1.8,28,19,7,0,95,79,53,64,1.20253164556962,151240,1777.77777777778,2666.66666666667,112,0.07295942
2.7,1.9,29,20,10,0,95,83,55,67,1.14457831325301,151260,1866.66666666667,2652.63157894737,112,0.07295942
3,2,32,22,9,0,95,90,57,70,1.05555555555556,151280,1760,2640,112,0.07295942
2.9,2,31,21,7,0,95,91,57,71,1.04395604395604,151300,1848.27586206897,2680,112,0.07295942
2.9,2,31,21,9,0,95,90,57,71,1.05555555555556,151320,1848.27586206897,2680,112,0.07295942
2.9,2,31,21,9,0,94,90,57,70,1.04444444444444,151340,1820.68965517241,2640,112,0.07295942
2.8,1.9,29,20,6,0,94,80,54,65,1.175,151360,1742.85714285714,2568.42105263158,112,0.07295942
2.7,1.8,29,20,6,0,94,83,55,67,1.13253012048193,151380,1866.66666666667,2800,112,0.07295942
2.8,1.9,30,20,6,0,95,88,57,70,1.07954545454545,151400,1885.71428571429,2778.94736842105,112,0.07295942
3.4,2.3,36,24,6,0,96,103,59,76,0.932038834951456,151420,1694.11764705882,2504.34782608696,112,0.07295942
3.2,2.2,33,23,6,0,96,97,58,73,0.989690721649485,151440,1725,2509.09090909091,112,0.07295942
2.8,1.9,29,20,4,0,95,82,54,66,1.15853658536585,151460,1771.42857142857,2610.52631578947,112,0.07295942
2.5,1.7,26,18,5,0,95,78,54,65,1.21794871794872,151480,1952,2870.58823529412,112,0.07295942
2.6,1.8,27,18,6,0,96,81,55,66,1.18518518518519,151500,1907.69230769231,2755.55555555556,112,0.07295942
3.1,2.1,32,22,6,0,96,97,60,74,0.989690721649485,151520,1806.45161290323,2666.66666666667,112,0.07295942
2.8,1.9,30,20,9,0,94,83,55,67,1.13253012048193,151540,1800,2652.63157894737,112,0.07295942
2.9,2,31,21,5,0,94,87,57,69,1.08045977011494,151560,1793.10344827586,2600,112,0.07295942
3,2.1,32,22,9,0,94,90,57,71,1.04444444444444,151580,1786.66666666667,2552.38095238095,112,0.07295942
3.1,2.1,33,22,7,0,95,92,57,71,1.03260869565217,151600,1729.03225806452,2552.38095238095,112,0.07295942
3.1,2.2,33,23,6,0,95,89,55,69,1.06741573033708,151620,1677.41935483871,2363.63636363636,112,0.07295942
3.1,2.1,32,22,7,0,95,97,60,74,0.979381443298969,151640,1806.45161290323,2666.66666666667,112,0.07295942
3.1,2.1,33,22,7,0,95,90,56,70,1.05555555555556,151660,1703.22580645161,2514.28571428571,112,0.07295942
2.9,2,31,21,7,0,95,92,58,72,1.03260869565217,151680,1875.86206896552,2720,112,0.07295942
2.7,1.9,29,20,12,0,95,89,58,70,1.06741573033708,151700,1955.55555555556,2778.94736842105,112,0.07295942
3.1,2.1,33,22,11,0,95,90,56,70,1.05555555555556,151720,1703.22580645161,2514.28571428571,112,0.07295942
3.1,2.1,33,22,11,0,96,87,56,68,1.10344827586207,151740,1651.61290322581,2438.09523809524,112,0.07295942
2.7,1.8,29,20,6,0,92,83,55,66,1.10843373493976,151760,1837.03703703704,2755.55555555556,112,0.07295942
2.6,1.8,29,20,5,0,91,78,53,63,1.16666666666667,151780,1815.38461538462,2622.22222222222,112,0.07295942
2.9,2,30,20,11,0,96,88,57,70,1.09090909090909,151800,1820.68965517241,2640,112,0.07295942
3.3,2.2,34,23,11,0,98,106,62,79,0.924528301886792,151820,1818.18181818182,2727.27272727273,112,0.07295942
3.2,2.2,32,22,11,0,97,96,59,72,1.01041666666667,151840,1700,2472.72727272727,112,0.07295942
2.4,1.7,26,17,12,0,95,78,55,65,1.21794871794872,151860,2033.33333333333,2870.58823529412,112,0.07295942
2.3,1.6,24,16,12,0,96,76,56,64,1.26315789473684,151880,2086.95652173913,3000,112,0.07295942
2.4,1.6,25,17,4,0,95,76,55,64,1.25,151900,2000,3000,112,0.07295942
2.8,1.9,29,20,6,0,96,85,57,68,1.12941176470588,151920,1828.57142857143,2694.73684210526,112,0.07295942
2.9,2,30,20,4,0,96,87,58,69,1.10344827586207,151940,1793.10344827586,2600,112,0.07295942
2.8,1.9,29,20,4,0,95,86,57,69,1.1046511627907,151960,1857.14285714286,2736.84210526316,112,0.07295942
3.1,2.1,32,22,4,0,97,105,65,80,0.923809523809524,151980,1961.29032258065,2895.23809523809,112,0.07295942
3,2,30,21,5,0,98,96,62,75,1.02083333333333,152000,1893.33333333333,2840,112,0.07295942
2.5,1.7,26,18,5,0,97,82,58,68,1.18292682926829,152020,2048,3011.76470588235,112,0.07295942
2.4,1.7,25,17,5,0,97,77,55,64,1.25974025974026,152040,2000,2823.52941176471,112,0.07295942
2.3,1.6,24,16,9,0,96,76,56,64,1.26315789473684,152060,2086.95652173913,3000,112,0.07295942
2.4,1.6,24,17,8,0,96,75,56,64,1.28,152080,2000,3000,112,0.07295942
2.8,1.9,29,20,8,0,97,78,51,63,1.24358974358974,152100,1685.71428571429,2484.21052631579,112,0.07295942
3,2.1,31,21,8,0,97,73,46,56,1.32876712328767,152120,1386.66666666667,1980.95238095238,112,0.07295942
2.9,2,31,21,15,0,95,87,56,67,1.09195402298851,152140,1737.93103448276,2520,112,0.07295942
2.5,1.7,26,18,24,0,95,81,57,66,1.17283950617284,152160,1984,2917.64705882353,112,0.07295942
2.6,1.7,27,18,11,0,94,77,54,63,1.22077922077922,152180,1815.38461538462,2776.47058823529,112,0.07295942
2.8,1.9,29,20,14,0,94,80,54,64,1.175,152200,1714.28571428571,2526.31578947368,112,0.07295942
2.3,1.6,25,17,19,0,94,80,56,64,1.175,152220,2086.95652173913,3000,112,0.07295942
2.1,1.4,22,15,12,0,95,72,54,61,1.31944444444444,152240,2171.42857142857,3257.14285714286,112,0.07295942
2.4,1.6,25,17,12,0,93,82,57,67,1.13414634146341,152260,2100,3150,112,0.07295942
3.2,2.2,34,23,14,0,95,97,59,72,0.979381443298969,152280,1700,2472.72727272727,112,0.07295942
1.7,1.2,18,12,14,0,94,84,65,71,1.11904761904762,152300,3152.94117647059,4466.66666666667,112,0.07295942
2,1.3,22,15,13,0,91,68,52,57,1.33823529411765,152320,2120,3261.53846153846,112,0.07295942
1.2,0.8,13,9,19,0,92,76,64,68,1.21052631578947,152340,4266.66666666667,6400,112,0.07295942
1.5,1,16,11,19,0,94,76,62,67,1.23684210526316,152360,3360,5040,112,0.07295942
1.7,1.1,18,12,19,0,94,72,59,64,1.30555555555556,152380,2823.52941176471,4363.63636363636,112,0.07295942
1.9,1.3,20,13,19,0,95,73,56,62,1.3013698630137,152400,2442.1052631579,3569.23076923077,112,0.07295942
1.8,1.2,19,13,19,0,95,81,63,70,1.17283950617284,152420,2933.33333333333,4400,112,0.07295942
2.9,2,30,21,10,0,95,76,49,61,1.25,152440,1572.41379310345,2280,112,0.07295942
2.4,1.6,25,17,11,0,95,77,54,64,1.23376623376623,152460,2000,3000,112,0.07295942
2.4,1.7,26,17,13,0,94,77,53,63,1.22077922077922,152480,1966.66666666667,2776.47058823529,112,0.07295942
2.5,1.7,27,18,7,0,94,80,54,65,1.175,152500,1952,2870.58823529412,112,0.07295942
2.6,1.8,27,18,11,0,95,83,56,68,1.14457831325301,152520,1969.23076923077,2844.44444444444,112,0.07295942
1.7,1.2,18,12,11,0,95,98,74,82,0.969387755102041,152540,3670.58823529412,5200,112,0.07295942
2.5,1.7,27,18,10,0,93,74,51,60,1.25675675675676,152560,1792,2635.29411764706,112,0.07295942
2.8,1.9,30,21,8,0,93,78,51,62,1.19230769230769,152580,1657.14285714286,2442.1052631579,112,0.07295942
2.5,1.7,26,18,6,0,96,77,53,64,1.24675324675325,152600,1920,2823.52941176471,112,0.07295942
2.8,1.9,29,20,10,0,97,89,58,71,1.08988764044944,152620,1914.28571428571,2821.05263157895,112,0.07295942
2.9,2,31,21,10,0,95,99,62,75,0.95959595959596,152640,1958.62068965517,2840,112,0.07295942
2.2,1.5,23,16,11,0,94,77,57,65,1.22077922077922,152660,2218.18181818182,3253.33333333333,112,0.07295942
2.1,1.4,22,15,12,0,95,73,55,62,1.3013698630137,152680,2209.52380952381,3314.28571428571,112,0.07295942
3.1,2.1,32,22,23,0,97,93,58,71,1.04301075268817,152700,1729.03225806452,2552.38095238095,112,0.07295942
2.5,1.7,27,18,9,0,96,80,55,65,1.2,152720,1952,2870.58823529412,112,0.07295942
2.4,1.7,26,18,8,0,94,77,54,64,1.22077922077922,152740,2000,2823.52941176471,112,0.07295942
2.7,1.8,28,19,7,0,94,83,56,67,1.13253012048193,152760,1866.66666666667,2800,112,0.07295942
2.7,1.9,29,20,9,0,95,88,58,70,1.07954545454545,152780,1955.55555555556,2778.94736842105,112,0.07295942
3.1,2.1,32,22,9,0,97,105,63,78,0.923809523809524,152800,1909.67741935484,2819.04761904762,112,0.07295942
2.2,1.5,23,16,9,0,94,83,61,70,1.13253012048193,152820,2400,3520,112,0.07295942
1.9,1.3,20,14,9,0,94,70,56,62,1.34285714285714,152840,2442.1052631579,3569.23076923077,112,0.07295942
2.1,1.5,23,15,9,0,95,78,58,67,1.21794871794872,152860,2400,3360,112,0.07295942
2.3,1.6,24,16,9,0,95,85,62,71,1.11764705882353,152880,2330.4347826087,3350,112,0.07295942
2,1.3,21,14,9,0,94,74,57,64,1.27027027027027,152900,2400,3692.30769230769,112,0.07295942
1.8,1.2,19,13,12,0,93,72,58,64,1.29166666666667,152920,2666.66666666667,4000,112,0.07295942
2.2,1.5,24,16,12,0,94,74,54,62,1.27027027027027,153020,2109.09090909091,3093.33333333333,112,0.07295942
2.5,1.7,26,18,12,0,95,70,49,58,1.35714285714286,153040,1728,2541.17647058824,112,0.07295942
2.3,1.6,24,16,10,0,95,66,49,57,1.43939393939394,153060,1843.47826086957,2650,112,0.07295942
2.4,1.6,25,17,14,0,96,71,51,59,1.35211267605634,153080,1833.33333333333,2750,112,0.07295942
1.9,1.3,20,14,14,0,95,67,52,59,1.41791044776119,153100,2315.78947368421,3384.61538461538,112,0.07295942
2.2,1.5,23,15,14,0,95,66,50,58,1.43939393939394,153120,1963.63636363636,2880,112,0.07295942
2.1,1.4,22,15,14,0,94,68,51,59,1.38235294117647,153140,2095.23809523809,3142.85714285714,112,0.07295942
2.4,1.6,25,17,15,0,96,84,58,68,1.14285714285714,153160,2133.33333333333,3200,112,0.07295942
2.1,1.4,21,15,16,0,96,78,58,66,1.23076923076923,153180,2361.90476190476,3542.85714285714,112,0.07295942
2.3,1.6,24,16,18,0,96,81,57,67,1.18518518518519,153200,2191.30434782609,3150,112,0.07295942
2.5,1.7,26,18,12,0,96,79,55,65,1.21518987341772,153220,1952,2870.58823529412,112,0.07295942
2.3,1.6,24,16,18,0,96,79,56,66,1.21518987341772,153240,2156.52173913043,3100,112,0.07295942
2.3,1.6,24,16,8,0,96,86,61,71,1.11627906976744,153260,2330.4347826087,3350,112,0.07295942
2.4,1.7,26,17,21,0,95,79,55,65,1.20253164556962,153280,2033.33333333333,2870.58823529412,112,0.07295942
2.3,1.6,24,17,10,0,95,79,57,66,1.20253164556962,153300,2156.52173913043,3100,112,0.07295942
2.4,1.6,25,17,11,0,96,79,56,66,1.21518987341772,153320,2066.66666666667,3100,112,0.07295942
2.8,1.9,29,20,11,0,96,90,58,70,1.06666666666667,153340,1885.71428571429,2778.94736842105,112,0.07295942
2.9,2,30,20,11,0,97,88,57,70,1.10227272727273,153360,1820.68965517241,2640,112,0.07295942
2.8,1.9,29,20,11,0,95,87,57,70,1.09195402298851,153380,1885.71428571429,2778.94736842105,112,0.07295942
2.7,1.9,29,20,11,0,95,85,56,68,1.11764705882353,153400,1896.2962962963,2694.73684210526,112,0.07295942
2.7,1.8,28,19,9,0,96,81,55,66,1.18518518518519,153420,1837.03703703704,2755.55555555556,112,0.07295942
2.5,1.7,27,18,11,0,95,76,52,63,1.25,153440,1888,2776.47058823529,112,0.07295942
2.6,1.8,28,19,11,0,95,82,55,66,1.15853658536585,153460,1907.69230769231,2755.55555555556,112,0.07295942
2.4,1.6,25,17,16,0,95,79,54,64,1.20253164556962,153480,2000,3000,112,0.07295942
2.1,1.4,25,17,14,0,84,68,48,57,1.23529411764706,153500,2019.04761904762,3028.57142857143,112,0.07295942
2.3,1.6,24,17,14,0,94,75,53,63,1.25333333333333,153520,2052.17391304348,2950,112,0.07295942
2.5,1.7,26,18,17,0,95,79,55,65,1.20253164556962,153540,1952,2870.58823529412,112,0.07295942
2.3,1.6,24,16,18,0,96,77,56,65,1.24675324675325,153560,2121.73913043478,3050,112,0.07295942
2.4,1.6,25,17,13,0,94,73,51,61,1.28767123287671,153580,1900,2850,112,0.07295942
2.3,1.6,24,16,10,0,95,73,52,62,1.3013698630137,153600,2017.39130434783,2900,112,0.07295942
2.3,1.6,25,17,8,0,94,74,52,62,1.27027027027027,153620,2017.39130434783,2900,112,0.07295942
2.4,1.7,25,17,14,0,95,80,56,66,1.1875,153640,2066.66666666667,2917.64705882353,112,0.07295942
2.2,1.5,24,16,11,0,94,77,55,64,1.22077922077922,153660,2181.81818181818,3200,112,0.07295942
2.4,1.7,26,18,13,0,93,74,51,62,1.25675675675676,153680,1933.33333333333,2729.41176470588,112,0.07295942
2.5,1.7,27,18,12,0,95,79,54,64,1.20253164556962,153700,1920,2823.52941176471,112,0.07295942
2.6,1.8,28,19,10,0,94,81,54,66,1.16049382716049,153720,1907.69230769231,2755.55555555556,112,0.07295942
2.9,2,31,21,10,0,95,92,58,71,1.03260869565217,153740,1848.27586206897,2680,112,0.07295942
2.6,1.8,27,19,12,0,95,84,56,68,1.13095238095238,153760,1969.23076923077,2844.44444444444,112,0.07295942
2.3,1.6,25,17,14,0,94,74,52,62,1.27027027027027,153780,2017.39130434783,2900,112,0.07295942
2.3,1.6,24,17,11,0,94,74,53,62,1.27027027027027,153800,2017.39130434783,2900,112,0.07295942
2.2,1.5,24,16,10,0,93,70,50,59,1.32857142857143,153820,2000,2933.33333333333,112,0.07295942
2.4,1.7,26,18,10,0,93,77,53,64,1.20779220779221,153840,2000,2823.52941176471,112,0.07295942
2.6,1.8,27,18,14,0,95,81,54,65,1.17283950617284,153860,1876.92307692308,2711.11111111111,112,0.07295942
